date,numbers,powerball_winners,powerball_price,winner_location
2023-03-13,"['3', '10', '24', '46', '63', '4']",0,$28.0 MILLION,None
2023-03-15,"['16', '18', '33', '37', '50', '8']",0,$33.5 MILLION,None
2023-03-18,"['14', '20', '30', '54', '69', '11']",0,$41.5 MILLION,None
2023-03-20,"['1', '27', '32', '47', '67', '14']",0,$46.4 MILLION,None
2023-03-22,"['27', '28', '37', '50', '57', '5']",0,$52.2 MILLION,None
2023-03-25,"['15', '17', '18', '47', '57', '19']",0,$60.9 MILLION,None
2023-03-27,"['19', '26', '36', '43', '58', '14']",0,$66.1 MILLION,None
2023-03-29,"['4', '9', '24', '46', '66', '7']",0,$71.7 MILLION,None
2023-04-01,"['11', '19', '21', '29', '52', '17']",0,$79.8 MILLION,None
2023-04-03,"['16', '30', '31', '54', '68', '1']",0,$84.8 MILLION,None
2023-04-05,"['3', '5', '9', '42', '52', '11']",0,$90.6 MILLION,None
2023-04-08,"['11', '22', '24', '51', '60', '18']",0,$99.2 MILLION,None
2023-04-10,"['9', '10', '36', '46', '52', '14']",0,$104.2 MILLION,None
2023-04-12,"['9', '36', '41', '44', '59', '4']",0,$110.5 MILLION,None
2023-04-15,"['1', '33', '34', '56', '59', '18']",0,$119.7 MILLION,None
2023-04-17,"['23', '25', '35', '63', '64', '25']",0,$126.5 MILLION,None
2023-04-19,"['4', '11', '21', '38', '64', '11']",1,$134.7 MILLION,OH
2023-04-22,"['17', '36', '47', '63', '68', '25']",0,$10.6 MILLION,None
2023-04-24,"['19', '21', '55', '66', '68', '3']",0,$15.0 MILLION,None
2023-04-26,"['2', '15', '30', '35', '49', '6']",0,$20.2 MILLION,None
2023-04-29,"['16', '53', '54', '57', '65', '8']",0,$28.0 MILLION,None
2023-05-01,"['3', '38', '55', '61', '66', '1']",0,$32.9 MILLION,None
2023-05-03,"['21', '26', '30', '45', '47', '23']",0,$38.8 MILLION,None
2023-05-06,"['31', '39', '47', '51', '53', '6']",0,$47.2 MILLION,None
2023-05-08,"['15', '20', '33', '36', '43', '12']",0,$52.4 MILLION,None
2023-05-10,"['21', '24', '33', '55', '69', '3']",0,$58.8 MILLION,None
2023-05-13,"['3', '15', '20', '23', '46', '11']",0,$67.6 MILLION,None
2023-05-15,"['1', '26', '28', '55', '58', '25']",0,$72.5 MILLION,None
2023-05-17,"['18', '34', '37', '45', '51', '14']",0,$78.3 MILLION,None
2023-05-20,"['17', '23', '32', '38', '63', '23']",0,$86.6 MILLION,None
2023-05-22,"['9', '38', '48', '52', '68', '25']",0,$91.9 MILLION,None
2023-05-24,"['12', '21', '44', '50', '58', '26']",0,$98.7 MILLION,None
2023-05-27,"['24', '38', '39', '48', '56', '4']",0,$109.1 MILLION,None
2023-05-29,"['21', '33', '35', '62', '64', '24']",0,$114.9 MILLION,None
2023-05-31,"['2', '4', '54', '61', '62', '14']",0,$122.5 MILLION,None
2023-06-03,"['15', '45', '64', '67', '68', '18']",0,$133.6 MILLION,None
2023-06-05,"['2', '31', '45', '46', '49', '20']",0,$140.3 MILLION,None
2023-06-07,"['16', '21', '29', '53', '66', '2']",0,$148.2 MILLION,None
2023-06-10,"['21', '32', '42', '46', '50', '4']",0,$160.1 MILLION,None
2023-06-12,"['2', '3', '16', '23', '68', '7']",0,$167.5 MILLION,None
2023-06-14,"['3', '20', '36', '42', '64', '4']",0,$176.3 MILLION,None
2023-06-17,"['2', '12', '45', '61', '64', '26']",0,$189.2 MILLION,None
2023-06-19,"['36', '39', '52', '57', '69', '1']",0,$197.2 MILLION,None
2023-06-21,"['5', '11', '33', '35', '63', '14']",0,$207.4 MILLION,None
2023-06-24,"['2', '38', '44', '50', '62', '19']",0,$222.3 MILLION,None
2023-06-26,"['6', '28', '39', '43', '54', '12']",0,$231.6 MILLION,None
2023-06-28,"['19', '25', '34', '57', '68', '4']",0,$242.8 MILLION,None
2023-07-01,"['4', '17', '35', '49', '61', '8']",0,$259.5 MILLION,None
2023-07-03,"['15', '26', '31', '38', '61', '3']",0,$272.8 MILLION,None
2023-07-05,"['17', '24', '48', '62', '68', '23']",0,$287.8 MILLION,None
2023-07-08,"['7', '23', '24', '32', '43', '18']",0,$318.4 MILLION,None
2023-07-10,"['2', '24', '34', '53', '58', '13']",0,$343.8 MILLION,None
2023-07-12,"['23', '35', '45', '66', '67', '20']",0,$376.9 MILLION,None
2023-07-15,"['2', '9', '43', '55', '57', '18']",0,$428.6 MILLION,None
2023-07-17,"['5', '8', '9', '17', '41', '21']",0,$476.5 MILLION,None
2023-07-19,"['7', '10', '11', '13', '24', '24']",1,$558.1 MILLION,CA
2023-07-22,"['25', '27', '36', '37', '63', '7']",0,$10.8 MILLION,None
2023-07-24,"['3', '4', '12', '28', '49', '25']",0,$16.6 MILLION,None
2023-07-26,"['3', '16', '40', '48', '60', '14']",0,$23.8 MILLION,None
2023-07-29,"['10', '25', '27', '34', '38', '2']",0,$34.7 MILLION,None
2023-07-31,"['2', '11', '48', '58', '65', '13']",0,$41.9 MILLION,None
2023-08-02,"['1', '12', '14', '18', '69', '2']",0,$77.3 MILLION,KY
2023-08-05,"['18', '42', '44', '62', '65', '23']",0,$66.8 MILLION,None
2023-08-07,"['6', '13', '20', '35', '54', '22']",0,$76.0 MILLION,None
2023-08-09,"['10', '15', '21', '67', '69', '3']",0,$87.2 MILLION,None
2023-08-12,"['19', '21', '37', '50', '65', '26']",0,$100.0 MILLION,None
2023-08-14,"['32', '34', '37', '39', '47', '3']",0,$108.2 MILLION,None
2023-08-16,"['9', '11', '17', '19', '55', '1']",0,$118.0 MILLION,None
2023-08-19,"['1', '25', '27', '38', '62', '13']",0,$131.8 MILLION,None
2023-08-21,"['3', '4', '12', '22', '28', '16']",0,$140.5 MILLION,None
2023-08-23,"['25', '30', '32', '33', '55', '20']",0,$151.1 MILLION,None
2023-08-26,"['20', '22', '26', '28', '63', '5']",0,$165.8 MILLION,None
2023-08-28,"['4', '6', '25', '55', '68', '26']",0,$175.3 MILLION,None
2023-08-30,"['4', '13', '35', '61', '69', '4']",0,$186.3 MILLION,None
2023-09-02,"['25', '38', '42', '66', '67', '19']",0,$202.8 MILLION,None
2023-09-04,"['1', '26', '32', '46', '51', '13']",0,$212.3 MILLION,None
2023-09-06,"['9', '14', '20', '23', '63', '1']",0,$224.5 MILLION,None
2023-09-09,"['11', '19', '29', '63', '68', '25']",0,$242.7 MILLION,None
2023-09-11,"['9', '25', '27', '53', '66', '5']",0,$254.9 MILLION,None
2023-09-13,"['22', '30', '37', '44', '45', '18']",0,$269.5 MILLION,None
2023-09-16,"['8', '11', '19', '24', '46', '5']",0,$289.9 MILLION,None
2023-09-18,"['2', '21', '26', '40', '42', '9']",0,$304.7 MILLION,None
2023-09-20,"['16', '27', '59', '62', '63', '23']",0,$322.9 MILLION,None
2023-09-23,"['1', '12', '20', '33', '66', '21']",0,$349.9 MILLION,None
2023-09-25,"['10', '12', '22', '36', '50', '4']",0,$371.0 MILLION,None
2023-09-27,"['1', '7', '46', '47', '63', '7']",0,$400.2 MILLION,None
2023-09-30,"['19', '30', '37', '44', '46', '22']",0,$445.4 MILLION,None
2023-10-02,"['12', '26', '27', '43', '47', '5']",0,$490.2 MILLION,None
2023-10-04,"['9', '35', '54', '63', '64', '1']",0,$548.0 MILLION,None
2023-10-07,"['47', '54', '57', '60', '65', '19']",0,$623.9 MILLION,None
2023-10-09,"['16', '34', '46', '55', '67', '14']",0,$686.5 MILLION,None
2023-10-11,"['22', '24', '40', '52', '64', '10']",1,$774.1 MILLION,CA
2023-10-14,"['14', '16', '42', '48', '64', '14']",0,$10.3 MILLION,None
2023-10-16,"['2', '27', '31', '44', '64', '18']",0,$16.0 MILLION,None
2023-10-18,"['1', '4', '13', '35', '58', '24']",0,$22.6 MILLION,None
2023-10-21,"['6', '15', '24', '67', '68', '11']",0,$31.9 MILLION,None
2023-10-23,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2023-10-25,"['25', '27', '41', '53', '68', '2']",0,$44.9 MILLION,None
2023-10-28,"['14', '24', '50', '59', '64', '2']",0,$54.8 MILLION,None
2023-10-30,"['19', '22', '34', '66', '69', '5']",0,$60.7 MILLION,None
2023-11-01,"['22', '26', '39', '47', '63', '12']",0,$67.6 MILLION,None
2023-11-04,"['1', '28', '30', '34', '52', '6']",0,$77.5 MILLION,None
2023-11-06,"['12', '25', '40', '59', '61', '26']",0,$83.7 MILLION,None
2023-11-08,"['14', '21', '33', '39', '62', '20']",0,$91.1 MILLION,None
2023-11-11,"['1', '12', '14', '24', '57', '7']",0,$102.2 MILLION,None
2023-11-13,"['24', '33', '35', '37', '42', '21']",0,$109.2 MILLION,None
2023-11-15,"['3', '4', '51', '53', '60', '6']",0,$117.2 MILLION,None
2023-11-18,"['34', '50', '51', '61', '67', '20']",0,$128.6 MILLION,None
2023-11-20,"['19', '26', '30', '39', '63', '13']",0,$136.0 MILLION,None
2023-11-22,"['20', '24', '33', '39', '42', '21']",0,$145.6 MILLION,None
2023-11-25,"['27', '33', '63', '66', '68', '9']",0,$156.8 MILLION,None
2023-11-27,"['2', '21', '38', '61', '66', '12']",0,$164.6 MILLION,None
2023-11-29,"['6', '47', '50', '61', '68', '4']",0,$173.5 MILLION,None
2023-12-02,"['28', '35', '41', '47', '60', '3']",0,$187.2 MILLION,None
2023-12-04,"['18', '19', '27', '28', '45', '9']",0,$195.9 MILLION,None
2023-12-06,"['2', '12', '37', '56', '65', '21']",0,$205.9 MILLION,None
2023-12-09,"['5', '25', '26', '40', '60', '1']",0,$220.4 MILLION,None
2023-12-11,"['1', '24', '27', '31', '62', '20']",0,$230.0 MILLION,None
2023-12-13,"['3', '8', '41', '56', '64', '18']",0,$242.7 MILLION,None
2023-12-16,"['3', '9', '10', '20', '62', '25']",0,$260.7 MILLION,None
2023-12-18,"['5', '8', '19', '34', '39', '26']",0,$272.9 MILLION,None
2023-12-20,"['27', '35', '41', '56', '60', '16']",0,$288.6 MILLION,None
2023-12-23,"['9', '14', '17', '18', '53', '6']",0,$315.3 MILLION,None
2023-12-25,"['5', '12', '20', '24', '29', '4']",0,$332.3 MILLION,None
2023-12-27,"['4', '11', '38', '51', '68', '5']",0,$355.9 MILLION,None
2023-12-30,"['10', '11', '26', '27', '34', '7']",0,$396.8 MILLION,None
2024-01-01,"['12', '21', '42', '44', '49', '1']",1,$425.2 MILLION,MI
2024-01-03,"['30', '31', '38', '48', '68', '8']",0,$10.1 MILLION,None
2024-01-06,"['4', '31', '34', '38', '61', '13']",0,$18.7 MILLION,None
2024-01-08,"['7', '17', '28', '40', '45', '2']",0,$24.0 MILLION,None
2024-01-10,"['25', '40', '43', '48', '50', '11']",0,$30.0 MILLION,None
2024-01-13,"['13', '31', '33', '51', '58', '15']",0,$38.8 MILLION,None
2024-01-15,"['13', '30', '35', '49', '59', '4']",0,$44.0 MILLION,None
2024-01-17,"['18', '22', '43', '61', '65', '2']",0,$50.2 MILLION,None
2024-01-20,"['16', '31', '34', '47', '65', '10']",0,$59.2 MILLION,None
2024-01-22,"['24', '25', '43', '52', '63', '21']",0,$64.4 MILLION,None
2024-01-24,"['1', '5', '32', '50', '64', '8']",0,$70.3 MILLION,None
2024-01-27,"['7', '38', '65', '66', '68', '21']",0,$79.0 MILLION,None
2024-01-29,"['39', '41', '43', '49', '64', '4']",0,$84.4 MILLION,None
2024-01-31,"['15', '18', '19', '41', '43', '14']",0,$90.6 MILLION,None
2024-02-03,"['9', '11', '27', '59', '66', '19']",0,$100.2 MILLION,None
2024-02-05,"['1', '2', '27', '30', '67', '9']",0,$106.1 MILLION,None
2024-02-07,"['12', '21', '62', '67', '69', '17']",0,$113.2 MILLION,None
2024-02-10,"['27', '28', '34', '37', '44', '8']",0,$123.9 MILLION,None
2024-02-12,"['17', '36', '43', '53', '67', '14']",0,$130.0 MILLION,None
2024-02-14,"['1', '4', '45', '47', '67', '18']",0,$137.6 MILLION,None
2024-02-17,"['6', '28', '59', '62', '69', '21']",0,$149.3 MILLION,None
2024-02-19,"['4', '23', '45', '50', '53', '17']",0,$156.7 MILLION,None
2024-02-21,"['4', '27', '33', '41', '42', '14']",0,$165.5 MILLION,None
2024-02-24,"['3', '8', '40', '53', '58', '3']",0,$178.4 MILLION,None
2024-02-26,"['24', '29', '42', '51', '54', '16']",0,$186.7 MILLION,None
2024-02-28,"['16', '26', '29', '38', '50', '6']",0,$196.6 MILLION,None
2024-03-02,"['3', '18', '27', '36', '53', '12']",0,$211.8 MILLION,None
2024-03-04,"['36', '42', '50', '52', '67', '26']",0,$221.7 MILLION,None
2024-03-06,"['6', '19', '28', '44', '60', '10']",0,$233.0 MILLION,None
2024-03-09,"['30', '36', '49', '52', '63', '16']",0,$250.0 MILLION,None
2024-03-11,"['1', '3', '7', '16', '66', '5']",0,$261.3 MILLION,None
2024-03-13,"['21', '29', '54', '59', '62', '4']",0,$275.4 MILLION,None
2024-03-16,"['12', '23', '44', '57', '61', '5']",0,$297.0 MILLION,None
2024-03-18,"['10', '17', '20', '39', '44', '16']",0,$312.4 MILLION,None
2024-03-20,"['13', '22', '27', '54', '66', '9']",0,$332.8 MILLION,None
2024-03-23,"['6', '23', '25', '34', '51', '3']",0,$364.6 MILLION,None
2024-03-25,"['7', '11', '19', '53', '68', '23']",0,$391.1 MILLION,None
2024-03-27,"['37', '46', '57', '60', '66', '8']",0,$419.9 MILLION,None
2024-03-30,"['12', '13', '33', '50', '52', '23']",0,$460.1 MILLION,None
2024-04-01,"['19', '24', '40', '42', '56', '23']",0,$496.4 MILLION,None
2024-04-03,"['11', '38', '41', '62', '65', '15']",0,$547.3 MILLION,None
2024-04-06,"['22', '27', '44', '52', '69', '9']",1,$621.0 MILLION,OR
2024-04-08,"['6', '21', '23', '39', '54', '23']",0,$9.4 MILLION,None
2024-04-10,"['6', '7', '12', '24', '36', '15']",0,$16.0 MILLION,None
2024-04-13,"['7', '33', '40', '43', '69', '10']",0,$25.3 MILLION,None
2024-04-15,"['7', '16', '41', '56', '61', '23']",0,$31.1 MILLION,None
2024-04-17,"['24', '29', '44', '47', '54', '2']",0,$37.7 MILLION,None
2024-04-20,"['4', '35', '41', '44', '58', '25']",0,$47.3 MILLION,None
2024-04-22,"['12', '16', '33', '39', '52', '1']",0,$53.6 MILLION,None
2024-04-24,"['2', '20', '22', '26', '47', '21']",0,$60.1 MILLION,None
2024-04-27,"['9', '30', '53', '55', '62', '23']",0,$69.0 MILLION,None
2024-04-29,"['11', '38', '47', '67', '69', '14']",0,$75.0 MILLION,None
2024-05-01,"['1', '11', '19', '21', '68', '15']",0,$82.4 MILLION,None
2024-05-04,"['14', '20', '23', '53', '69', '4']",0,$93.3 MILLION,None
2024-05-06,"['7', '23', '24', '56', '60', '25']",1,$100.1 MILLION,FL
2024-05-08,"['7', '41', '43', '44', '51', '5']",0,$9.3 MILLION,None
2024-05-11,"['3', '6', '39', '49', '67', '21']",0,$17.4 MILLION,None
2024-05-13,"['5', '14', '29', '38', '66', '1']",0,$22.4 MILLION,None
2024-05-15,"['19', '42', '45', '55', '69', '6']",0,$28.1 MILLION,None
2024-05-18,"['19', '36', '37', '42', '59', '19']",0,$36.4 MILLION,None
2024-05-20,"['1', '7', '48', '64', '68', '5']",0,$41.6 MILLION,None
2024-05-22,"['5', '16', '18', '26', '67', '4']",0,$47.8 MILLION,None
2024-05-25,"['6', '33', '35', '36', '64', '24']",0,$56.7 MILLION,None
2024-05-27,"['9', '30', '39', '49', '59', '21']",0,$61.2 MILLION,None
2024-05-29,"['17', '34', '56', '60', '61', '9']",0,$66.9 MILLION,None
2024-06-01,"['28', '38', '52', '54', '68', '8']",0,$75.3 MILLION,None
2024-06-03,"['19', '29', '35', '36', '45', '16']",0,$80.6 MILLION,None
2024-06-05,"['8', '44', '45', '51', '69', '12']",0,$87.0 MILLION,None
2024-06-08,"['8', '38', '52', '54', '64', '15']",0,$97.7 MILLION,None
2024-06-10,"['3', '10', '33', '58', '59', '9']",1,$104.7 MILLION,NJ
2024-06-12,"['19', '30', '31', '61', '62', '21']",0,$9.4 MILLION,None
2024-06-15,"['4', '36', '48', '54', '56', '2']",0,$17.0 MILLION,None
2024-06-17,"['30', '48', '53', '58', '66', '9']",0,$21.8 MILLION,None
2024-06-19,"['4', '27', '44', '50', '64', '7']",0,$27.3 MILLION,None
2024-06-22,"['4', '5', '15', '32', '62', '21']",0,$35.2 MILLION,None
2024-06-24,"['5', '6', '36', '53', '69', '8']",0,$40.4 MILLION,None
2024-06-26,"['4', '9', '36', '47', '56', '7']",0,$46.2 MILLION,None
2024-06-29,"['26', '51', '54', '61', '69', '25']",0,$55.1 MILLION,None
2024-07-01,"['5', '9', '32', '39', '55', '9']",0,$60.4 MILLION,None
2024-07-03,"['2', '26', '33', '55', '57', '22']",1,$66.5 MILLION,OH
2024-07-06,"['5', '32', '35', '39', '49', '21']",0,$9.5 MILLION,None
2024-07-08,"['20', '22', '31', '33', '45', '1']",0,$13.9 MILLION,None
2024-07-10,"['7', '11', '12', '27', '46', '26']",0,$18.9 MILLION,None
2024-07-13,"['9', '55', '59', '66', '69', '21']",0,$26.3 MILLION,None
2024-07-15,"['9', '31', '39', '40', '45', '23']",0,$31.0 MILLION,None
2024-07-17,"['24', '27', '32', '47', '66', '26']",0,$36.3 MILLION,None
2024-07-20,"['18', '25', '31', '40', '57', '4']",0,$44.2 MILLION,None
2024-07-22,"['31', '36', '56', '58', '69', '20']",0,$49.4 MILLION,None
2024-07-24,"['16', '42', '59', '63', '68', '13']",0,$55.3 MILLION,None
2024-07-27,"['3', '31', '37', '40', '64', '17']",0,$63.1 MILLION,None
2024-07-29,"['11', '27', '30', '33', '44', '16']",0,$67.9 MILLION,None
2024-07-31,"['23', '34', '37', '50', '58', '7']",0,$73.4 MILLION,None
2024-08-03,"['13', '33', '40', '60', '61', '20']",0,$81.4 MILLION,None
2024-08-05,"['29', '42', '44', '51', '54', '12']",0,$86.3 MILLION,None
2024-08-07,"['6', '19', '35', '47', '57', '9']",0,$92.0 MILLION,None
2024-08-10,"['9', '24', '33', '64', '69', '9']",0,$100.5 MILLION,None
2024-08-12,"['9', '22', '57', '67', '68', '14']",1,$106.4 MILLION,PA
2024-08-14,"['8', '9', '23', '29', '62', '13']",0,$10.0 MILLION,None
2024-08-17,"['12', '31', '43', '45', '46', '22']",0,$17.2 MILLION,None
2024-08-19,"['1', '2', '15', '23', '28', '10']",1,$21.9 MILLION,CA
2024-08-21,"['27', '31', '33', '38', '67', '3']",0,$9.9 MILLION,None
2024-08-24,"['5', '15', '21', '24', '43', '17']",0,$17.2 MILLION,None
2024-08-26,"['2', '4', '23', '68', '69', '15']",0,$21.8 MILLION,None
2024-08-28,"['5', '33', '47', '50', '64', '20']",0,$27.3 MILLION,None
2024-08-31,"['4', '34', '35', '38', '69', '19']",0,$35.6 MILLION,None
2024-09-02,"['8', '42', '46', '48', '53', '22']",0,$40.4 MILLION,None
2024-09-04,"['7', '10', '21', '33', '59', '20']",0,$46.7 MILLION,None
2024-09-07,"['14', '34', '37', '55', '63', '20']",0,$56.2 MILLION,None
2024-09-09,"['1', '16', '21', '47', '60', '5']",0,$62.1 MILLION,None
2024-09-11,"['10', '12', '55', '65', '67', '3']",0,$68.4 MILLION,None
2024-09-14,"['29', '34', '38', '48', '56', '16']",0,$77.4 MILLION,None
2024-09-16,"['8', '9', '11', '27', '31', '17']",0,$83.0 MILLION,None
2024-09-18,"['1', '11', '22', '47', '68', '7']",0,$89.6 MILLION,None
2024-09-21,"['17', '19', '21', '37', '45', '14']",0,$99.0 MILLION,None
2024-09-23,"['15', '21', '25', '37', '45', '19']",0,$105.3 MILLION,None
2024-09-25,"['2', '26', '45', '46', '52', '21']",0,$112.6 MILLION,None
2024-09-28,"['3', '11', '13', '24', '39', '22']",0,$122.8 MILLION,None
2024-09-30,"['9', '11', '30', '43', '69', '20']",0,$129.5 MILLION,None
2024-10-02,"['1', '2', '21', '37', '43', '21']",0,$137.1 MILLION,None
2024-10-05,"['2', '12', '46', '52', '65', '3']",0,$148.9 MILLION,None
2024-10-07,"['18', '30', '31', '52', '63', '22']",0,$156.9 MILLION,None
2024-10-09,"['25', '32', '43', '53', '66', '10']",0,$165.9 MILLION,None
2024-10-12,"['5', '14', '20', '41', '57', '6']",0,$178.5 MILLION,None
2024-10-14,"['14', '18', '33', '64', '67', '14']",0,$186.8 MILLION,None
2024-10-16,"['4', '30', '39', '44', '60', '11']",0,$196.7 MILLION,None
2024-10-19,"['7', '16', '19', '45', '64', '25']",0,$210.5 MILLION,None
2024-10-21,"['1', '25', '57', '62', '64', '15']",0,$219.8 MILLION,None
2024-10-23,"['2', '15', '27', '29', '39', '20']",1,$230.6 MILLION,GA
2024-10-26,"['8', '12', '40', '45', '51', '15']",0,$9.5 MILLION,None
2024-10-28,"['21', '27', '32', '48', '67', '17']",0,$13.8 MILLION,None
2024-10-30,"['13', '22', '29', '43', '58', '22']",0,$18.7 MILLION,None
2024-11-02,"['10', '45', '48', '58', '61', '2']",0,$26.0 MILLION,None
2024-11-04,"['6', '18', '33', '48', '53', '21']",0,$30.7 MILLION,None
2024-11-06,"['12', '17', '37', '58', '62', '4']",0,$35.9 MILLION,None
2024-11-09,"['11', '24', '50', '56', '66', '16']",0,$43.5 MILLION,None
2024-11-11,"['3', '21', '24', '34', '46', '9']",0,$48.5 MILLION,None
2024-11-13,"['9', '20', '26', '43', '58', '9']",0,$54.2 MILLION,None
2024-11-16,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2024-11-18,"['27', '31', '41', '52', '69', '26']",0,$66.2 MILLION,None
2024-11-20,"['16', '30', '60', '62', '64', '25']",0,$71.4 MILLION,None
2024-11-23,"['12', '13', '34', '44', '67', '8']",0,$79.5 MILLION,None
2024-11-25,"['5', '35', '45', '60', '63', '12']",0,$85.0 MILLION,None
2024-11-27,"['1', '6', '7', '13', '40', '5']",0,$91.9 MILLION,None
2024-11-30,"['4', '24', '29', '39', '63', '25']",0,$100.5 MILLION,None
2024-12-02,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2024-12-04,"['1', '23', '25', '28', '61', '13']",0,$113.6 MILLION,None
2024-12-07,"['1', '31', '43', '55', '57', '22']",1,$123.5 MILLION,NY
2024-12-09,"['35', '37', '40', '45', '51', '24']",0,$9.7 MILLION,None
2024-12-11,"['13', '44', '50', '52', '54', '20']",0,$14.7 MILLION,None
2024-12-14,"['12', '17', '23', '52', '67', '1']",0,$22.3 MILLION,None
2024-12-16,"['9', '30', '33', '57', '61', '17']",0,$27.1 MILLION,None
2024-12-18,"['6', '15', '18', '33', '49', '7']",0,$33.0 MILLION,None
2024-12-21,"['1', '12', '17', '21', '58', '1']",0,$42.1 MILLION,None
2024-12-23,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
2024-12-25,"['15', '26', '27', '30', '35', '3']",0,$56.7 MILLION,None
2024-12-28,"['6', '31', '51', '54', '55', '12']",0,$68.8 MILLION,None
2024-12-30,"['9', '19', '33', '38', '39', '1']",0,$75.2 MILLION,None
2025-01-01,"['6', '12', '28', '35', '66', '26']",0,$82.1 MILLION,None
2025-01-04,"['26', '32', '43', '54', '56', '24']",0,$92.1 MILLION,None
2025-01-06,"['17', '34', '46', '66', '67', '14']",0,$98.5 MILLION,None
2025-01-08,"['1', '20', '36', '38', '43', '24']",0,$106.5 MILLION,None
2025-01-11,"['3', '6', '32', '37', '65', '4']",0,$117.6 MILLION,None
2025-01-13,"['4', '6', '16', '39', '66', '9']",0,$125.1 MILLION,None
2025-01-15,"['8', '41', '52', '53', '58', '7']",0,$133.7 MILLION,None
2025-01-18,"['14', '31', '35', '64', '69', '23']",1,$146.4 MILLION,OR
2025-01-20,"['15', '16', '32', '47', '54', '6']",0,$8.9 MILLION,None
2025-01-22,"['5', '6', '27', '40', '49', '5']",0,$13.7 MILLION,None
2025-01-25,"['8', '15', '17', '53', '66', '14']",0,$21.3 MILLION,None
2025-01-27,"['2', '40', '47', '53', '55', '20']",0,$26.1 MILLION,None
2025-01-29,"['8', '12', '31', '33', '38', '18']",0,$31.7 MILLION,None
2025-02-01,"['23', '29', '32', '49', '61', '8']",0,$40.0 MILLION,None
2025-02-03,"['12', '37', '47', '54', '60', '17']",0,$45.8 MILLION,None
2025-02-05,"['19', '27', '30', '50', '62', '14']",0,$52.1 MILLION,None
2025-02-08,"['23', '44', '57', '60', '62', '9']",0,$60.6 MILLION,None
2025-02-10,"['2', '17', '18', '29', '43', '3']",0,$65.6 MILLION,None
2025-02-12,"['21', '32', '36', '45', '49', '18']",0,$71.2 MILLION,None
2025-02-15,"['3', '16', '45', '54', '56', '12']",0,$79.4 MILLION,None
2025-02-17,"['4', '44', '47', '52', '57', '9']",0,$84.5 MILLION,None
2025-02-19,"['6', '21', '28', '49', '60', '20']",0,$90.3 MILLION,None
2025-02-22,"['7', '18', '22', '50', '65', '15']",0,$100.1 MILLION,None
2025-02-24,"['10', '11', '34', '59', '68', '14']",0,$106.6 MILLION,None
2025-02-26,"['28', '48', '55', '60', '62', '20']",0,$114.0 MILLION,None
2025-03-01,"['2', '23', '36', '44', '49', '25']",0,$124.7 MILLION,None
2025-03-03,"['18', '20', '50', '52', '56', '20']",0,$131.5 MILLION,None
2025-03-05,"['24', '28', '40', '63', '65', '20']",0,$139.0 MILLION,None
2025-03-08,"['2', '4', '16', '23', '63', '13']",0,$150.3 MILLION,None
2025-03-10,"['17', '40', '47', '50', '55', '6']",0,$157.6 MILLION,None
2025-03-12,"['11', '13', '28', '51', '58', '1']",0,$165.9 MILLION,None
2025-03-15,"['12', '28', '33', '36', '54', '5']",0,$177.6 MILLION,None
2025-03-17,"['11', '18', '23', '38', '60', '9']",0,$185.8 MILLION,None
2025-03-19,"['8', '11', '21', '49', '59', '15']",0,$195.0 MILLION,None
2025-03-22,"['6', '7', '25', '46', '57', '12']",0,$208.9 MILLION,None
2025-03-24,"['6', '23', '35', '36', '47', '12']",0,$217.6 MILLION,None
2025-03-26,"['5', '20', '29', '39', '53', '6']",0,$227.7 MILLION,None
2025-03-29,"['7', '11', '21', '53', '61', '2']",1,$243.8 MILLION,CA
2025-03-31,"['12', '41', '44', '52', '64', '25']",0,$9.3 MILLION,None
2025-04-02,"['5', '17', '41', '64', '69', '1']",0,$14.2 MILLION,None
2025-04-05,"['4', '23', '30', '46', '62', '2']",0,$21.7 MILLION,None
2025-04-07,"['20', '23', '48', '59', '66', '4']",0,$26.5 MILLION,None
2025-04-09,"['4', '29', '37', '55', '67', '10']",0,$31.9 MILLION,None
2025-04-12,"['16', '22', '44', '45', '53', '19']",0,$39.7 MILLION,None
2025-04-14,"['3', '20', '30', '52', '62', '1']",0,$45.0 MILLION,None
2025-04-16,"['20', '24', '42', '43', '49', '19']",0,$51.0 MILLION,None
2025-04-19,"['7', '25', '37', '39', '63', '1']",0,$59.1 MILLION,None
2025-04-21,"['4', '33', '45', '46', '51', '25']",0,$63.8 MILLION,None
2025-04-23,"['15', '44', '63', '66', '69', '20']",0,$69.4 MILLION,None
2025-04-26,"['1', '12', '14', '18', '69', '2']",1,$77.3 MILLION,KY
